time,x,y,altitude
216.9,6.30144e+06,1.45922e+06,97.1851
217,6.30112e+06,1.45988e+06,97.0264
217.1,6.3008e+06,1.46054e+06,96.8677
217.2,6.30049e+06,1.4612e+06,96.709
217.3,6.30017e+06,1.46185e+06,96.5502
217.4,6.29986e+06,1.46251e+06,96.3915
217.5,6.29954e+06,1.46317e+06,96.2327
217.6,6.29923e+06,1.46383e+06,96.0739
217.7,6.29891e+06,1.46448e+06,95.9151
217.8,6.29859e+06,1.46514e+06,95.7562
217.9,6.29828e+06,1.4658e+06,95.5974
218,6.29796e+06,1.46646e+06,95.4385
218.1,6.29765e+06,1.46711e+06,95.2796
218.2,6.29733e+06,1.46777e+06,95.1207
218.3,6.29701e+06,1.46843e+06,94.9618
218.4,6.2967e+06,1.46909e+06,94.8028
218.5,6.29638e+06,1.46974e+06,94.6439
218.6,6.29606e+06,1.4704e+06,94.4849
218.7,6.29575e+06,1.47106e+06,94.3259
218.8,6.29543e+06,1.47171e+06,94.1669
218.9,6.29511e+06,1.47237e+06,94.0079
219,6.2948e+06,1.47303e+06,93.8488
219.1,6.29448e+06,1.47369e+06,93.6898
219.2,6.29416e+06,1.47434e+06,93.5307
219.3,6.29384e+06,1.475e+06,93.3716
219.4,6.29353e+06,1.47566e+06,93.2125
219.5,6.29321e+06,1.47632e+06,93.0534
219.6,6.29289e+06,1.47697e+06,92.8942
219.7,6.29257e+06,1.47763e+06,92.7351
219.8,6.29226e+06,1.47829e+06,92.5759
219.9,6.29194e+06,1.47894e+06,92.4167
220,6.29162e+06,1.4796e+06,92.2575
220.1,6.2913e+06,1.48026e+06,92.0983
220.2,6.29098e+06,1.48092e+06,91.939
220.3,6.29066e+06,1.48157e+06,91.7798
220.4,6.29035e+06,1.48223e+06,91.6205
220.5,6.29003e+06,1.48289e+06,91.4612
220.6,6.28971e+06,1.48354e+06,91.3019
220.7,6.28939e+06,1.4842e+06,91.1426
220.8,6.28907e+06,1.48486e+06,90.9832
220.9,6.28875e+06,1.48551e+06,90.8238
221,6.28843e+06,1.48617e+06,90.6645
221.1,6.28812e+06,1.48683e+06,90.5051
221.2,6.2878e+06,1.48748e+06,90.3457
221.3,6.28748e+06,1.48814e+06,90.1862
221.4,6.28716e+06,1.4888e+06,90.0268
221.5,6.28684e+06,1.48945e+06,89.8673
221.6,6.28652e+06,1.49011e+06,89.7078
221.7,6.2862e+06,1.49077e+06,89.5483
221.8,6.28588e+06,1.49142e+06,89.3888
221.9,6.28556e+06,1.49208e+06,89.2293
222,6.28524e+06,1.49274e+06,89.0697
222.1,6.28492e+06,1.49339e+06,88.9102
222.2,6.2846e+06,1.49405e+06,88.7506
222.3,6.28428e+06,1.49471e+06,88.591
222.4,6.28396e+06,1.49536e+06,88.4314
222.5,6.28364e+06,1.49602e+06,88.2718
222.6,6.28332e+06,1.49668e+06,88.1121
222.7,6.283e+06,1.49733e+06,87.9524
222.8,6.28268e+06,1.49799e+06,87.7928
222.9,6.28236e+06,1.49865e+06,87.6331
223,6.28204e+06,1.4993e+06,87.4733
223.1,6.28171e+06,1.49996e+06,87.3136
223.2,6.28139e+06,1.50062e+06,87.1539
223.3,6.28107e+06,1.50127e+06,86.9941
223.4,6.28075e+06,1.50193e+06,86.8343
223.5,6.28043e+06,1.50258e+06,86.6745
223.6,6.28011e+06,1.50324e+06,86.5147
223.7,6.27979e+06,1.5039e+06,86.3549
223.8,6.27947e+06,1.50455e+06,86.195
223.9,6.27914e+06,1.50521e+06,86.0351
224,6.27882e+06,1.50587e+06,85.8753
224.1,6.2785e+06,1.50652e+06,85.7154
224.2,6.27818e+06,1.50718e+06,85.5554
224.3,6.27786e+06,1.50783e+06,85.3955
224.4,6.27753e+06,1.50849e+06,85.2355
224.5,6.27721e+06,1.50915e+06,85.0756
224.6,6.27689e+06,1.5098e+06,84.9156
224.7,6.27657e+06,1.51046e+06,84.7556
224.8,6.27624e+06,1.51111e+06,84.5956
224.9,6.27592e+06,1.51177e+06,84.4355
225,6.2756e+06,1.51243e+06,84.2755
225.1,6.27528e+06,1.51308e+06,84.1154
225.2,6.27495e+06,1.51374e+06,83.9553
225.3,6.27463e+06,1.51439e+06,83.7952
225.4,6.27431e+06,1.51505e+06,83.6351
225.5,6.27398e+06,1.51571e+06,83.475
225.6,6.27366e+06,1.51636e+06,83.3148
225.7,6.27334e+06,1.51702e+06,83.1546
225.8,6.27301e+06,1.51767e+06,82.9944
225.9,6.27269e+06,1.51833e+06,82.8342
226,6.27237e+06,1.51898e+06,82.674
226.1,6.27204e+06,1.51964e+06,82.5138
226.2,6.27172e+06,1.5203e+06,82.3535
226.3,6.2714e+06,1.52095e+06,82.1933
226.4,6.27107e+06,1.52161e+06,82.033
226.5,6.27075e+06,1.52226e+06,81.8727
226.6,6.27042e+06,1.52292e+06,81.7123
226.7,6.2701e+06,1.52357e+06,81.552
226.8,6.26978e+06,1.52423e+06,81.3916
226.9,6.26945e+06,1.52489e+06,81.2313
227,6.26913e+06,1.52554e+06,81.0709
227.1,6.2688e+06,1.5262e+06,80.9105
227.2,6.26848e+06,1.52685e+06,80.75
227.3,6.26815e+06,1.52751e+06,80.5896
227.4,6.26783e+06,1.52816e+06,80.4292
227.5,6.2675e+06,1.52882e+06,80.2687
227.6,6.26718e+06,1.52947e+06,80.1082
227.7,6.26685e+06,1.53013e+06,79.9477
227.8,6.26653e+06,1.53078e+06,79.7872
227.9,6.2662e+06,1.53144e+06,79.6266
228,6.26588e+06,1.53209e+06,79.4661
228.1,6.26555e+06,1.53275e+06,79.3055
228.2,6.26522e+06,1.53341e+06,79.1449
228.3,6.2649e+06,1.53406e+06,78.9843
228.4,6.26457e+06,1.53472e+06,78.8237
228.5,6.26425e+06,1.53537e+06,78.663
228.6,6.26392e+06,1.53603e+06,78.5024
228.7,6.26359e+06,1.53668e+06,78.3417
228.8,6.26327e+06,1.53734e+06,78.181
228.9,6.26294e+06,1.53799e+06,78.0203
229,6.26262e+06,1.53865e+06,77.8596
229.1,6.26229e+06,1.5393e+06,77.6988
229.2,6.26196e+06,1.53996e+06,77.5381
229.3,6.26164e+06,1.54061e+06,77.3773
229.4,6.26131e+06,1.54127e+06,77.2165
229.5,6.26098e+06,1.54192e+06,77.0557
229.6,6.26066e+06,1.54258e+06,76.8948
229.7,6.26033e+06,1.54323e+06,76.734
229.8,6.26e+06,1.54389e+06,76.5731
229.9,6.25967e+06,1.54454e+06,76.4123
230,6.25935e+06,1.5452e+06,76.2514
230.1,6.25902e+06,1.54585e+06,76.0905
230.2,6.25869e+06,1.54651e+06,75.9295
230.3,6.25836e+06,1.54716e+06,75.7686
230.4,6.25804e+06,1.54781e+06,75.6076
230.5,6.25771e+06,1.54847e+06,75.4467
230.6,6.25738e+06,1.54912e+06,75.2857
230.7,6.25705e+06,1.54978e+06,75.1246
230.8,6.25672e+06,1.55043e+06,74.9636
230.9,6.2564e+06,1.55109e+06,74.8026
231,6.25607e+06,1.55174e+06,74.6415
231.1,6.25574e+06,1.5524e+06,74.4804
231.2,6.25541e+06,1.55305e+06,74.3193
231.3,6.25508e+06,1.55371e+06,74.1582
231.4,6.25475e+06,1.55436e+06,73.9971
231.5,6.25443e+06,1.55502e+06,73.836
231.6,6.2541e+06,1.55567e+06,73.6748
231.7,6.25377e+06,1.55632e+06,73.5136
231.8,6.25344e+06,1.55698e+06,73.3524
231.9,6.25311e+06,1.55763e+06,73.1912
232,6.25278e+06,1.55829e+06,73.03
232.1,6.25245e+06,1.55894e+06,72.8687
232.2,6.25212e+06,1.5596e+06,72.7075
232.3,6.25179e+06,1.56025e+06,72.5462
232.4,6.25146e+06,1.5609e+06,72.3849
232.5,6.25113e+06,1.56156e+06,72.2236
232.6,6.2508e+06,1.56221e+06,72.0623
232.7,6.25047e+06,1.56287e+06,71.9009
232.8,6.25014e+06,1.56352e+06,71.7395
232.9,6.24981e+06,1.56418e+06,71.5782
233,6.24948e+06,1.56483e+06,71.4168
233.1,6.24915e+06,1.56548e+06,71.2554
233.2,6.24882e+06,1.56614e+06,71.0939
233.3,6.24849e+06,1.56679e+06,70.9325
233.4,6.24816e+06,1.56745e+06,70.771
233.5,6.24783e+06,1.5681e+06,70.6095
233.6,6.2475e+06,1.56875e+06,70.448
233.7,6.24717e+06,1.56941e+06,70.2865
233.8,6.24684e+06,1.57006e+06,70.125
233.9,6.24651e+06,1.57072e+06,69.9634
234,6.24618e+06,1.57137e+06,69.8019
234.1,6.24585e+06,1.57202e+06,69.6403
234.2,6.24551e+06,1.57268e+06,69.4787
234.3,6.24518e+06,1.57333e+06,69.3171
234.4,6.24485e+06,1.57398e+06,69.1555
234.5,6.24452e+06,1.57464e+06,68.9938
234.6,6.24419e+06,1.57529e+06,68.8321
234.7,6.24386e+06,1.57595e+06,68.6705
234.8,6.24353e+06,1.5766e+06,68.5088
234.9,6.24319e+06,1.57725e+06,68.3471
235,6.24286e+06,1.57791e+06,68.1853
235.1,6.24253e+06,1.57856e+06,68.0236
235.2,6.2422e+06,1.57921e+06,67.8618
235.3,6.24186e+06,1.57987e+06,67.7
235.4,6.24153e+06,1.58052e+06,67.5382
235.5,6.2412e+06,1.58118e+06,67.3764
235.6,6.24087e+06,1.58183e+06,67.2146
235.7,6.24053e+06,1.58248e+06,67.0527
235.8,6.2402e+06,1.58314e+06,66.8909
235.9,6.23987e+06,1.58379e+06,66.729
236,6.23954e+06,1.58444e+06,66.5671
236.1,6.2392e+06,1.5851e+06,66.4052
236.2,6.23887e+06,1.58575e+06,66.2432
236.3,6.23854e+06,1.5864e+06,66.0813
236.4,6.2382e+06,1.58706e+06,65.9193
236.5,6.23787e+06,1.58771e+06,65.7573
236.6,6.23754e+06,1.58836e+06,65.5953
236.7,6.2372e+06,1.58902e+06,65.4333
236.8,6.23687e+06,1.58967e+06,65.2713
236.9,6.23654e+06,1.59032e+06,65.1093
237,6.2362e+06,1.59098e+06,64.9472
237.1,6.23587e+06,1.59163e+06,64.7851
237.2,6.23553e+06,1.59228e+06,64.623
237.3,6.2352e+06,1.59293e+06,64.4609
237.4,6.23487e+06,1.59359e+06,64.2988
237.5,6.23453e+06,1.59424e+06,64.1366
237.6,6.2342e+06,1.59489e+06,63.9744
237.7,6.23386e+06,1.59555e+06,63.8123
237.8,6.23353e+06,1.5962e+06,63.6501
237.9,6.23319e+06,1.59685e+06,63.4878
238,6.23286e+06,1.59751e+06,63.3256
238.1,6.23252e+06,1.59816e+06,63.1634
238.2,6.23219e+06,1.59881e+06,63.0011
238.3,6.23185e+06,1.59946e+06,62.8388
238.4,6.23152e+06,1.60012e+06,62.6765
238.5,6.23118e+06,1.60077e+06,62.5142
238.6,6.23085e+06,1.60142e+06,62.3519
238.7,6.23051e+06,1.60208e+06,62.1895
238.8,6.23018e+06,1.60273e+06,62.0272
238.9,6.22984e+06,1.60338e+06,61.8648
239,6.22951e+06,1.60403e+06,61.7024
239.1,6.22917e+06,1.60469e+06,61.54
239.2,6.22883e+06,1.60534e+06,61.3775
239.3,6.2285e+06,1.60599e+06,61.2151
239.4,6.22816e+06,1.60664e+06,61.0526
239.5,6.22783e+06,1.6073e+06,60.8901
239.6,6.22749e+06,1.60795e+06,60.7276
239.7,6.22715e+06,1.6086e+06,60.5651
239.8,6.22682e+06,1.60926e+06,60.4026
239.9,6.22648e+06,1.60991e+06,60.24
240,6.22614e+06,1.61056e+06,60.0775
240.1,6.22581e+06,1.61121e+06,59.9149
240.2,6.22547e+06,1.61186e+06,59.7523
240.3,6.22513e+06,1.61252e+06,59.5897
240.4,6.2248e+06,1.61317e+06,59.427
240.5,6.22446e+06,1.61382e+06,59.2644
240.6,6.22412e+06,1.61447e+06,59.1017
240.7,6.22378e+06,1.61513e+06,58.939
240.8,6.22345e+06,1.61578e+06,58.7763
240.9,6.22311e+06,1.61643e+06,58.6136
241,6.22277e+06,1.61708e+06,58.4509
241.1,6.22243e+06,1.61774e+06,58.2881
241.2,6.2221e+06,1.61839e+06,58.1254
241.3,6.22176e+06,1.61904e+06,57.9626
241.4,6.22142e+06,1.61969e+06,57.7998
241.5,6.22108e+06,1.62034e+06,57.637
241.6,6.22074e+06,1.621e+06,57.4741
241.7,6.22041e+06,1.62165e+06,57.3113
241.8,6.22007e+06,1.6223e+06,57.1484
241.9,6.21973e+06,1.62295e+06,56.9855
242,6.21939e+06,1.6236e+06,56.8227
242.1,6.21905e+06,1.62426e+06,56.6597
242.2,6.21871e+06,1.62491e+06,56.4968
242.3,6.21837e+06,1.62556e+06,56.3339
242.4,6.21804e+06,1.62621e+06,56.1709
242.5,6.2177e+06,1.62686e+06,56.0079
242.6,6.21736e+06,1.62752e+06,55.8449
242.7,6.21702e+06,1.62817e+06,55.6819
242.8,6.21668e+06,1.62882e+06,55.5189
242.9,6.21634e+06,1.62947e+06,55.3558
243,6.216e+06,1.63012e+06,55.1927
243.1,6.21566e+06,1.63077e+06,55.0297
243.2,6.21532e+06,1.63143e+06,54.8666
243.3,6.21498e+06,1.63208e+06,54.7035
243.4,6.21464e+06,1.63273e+06,54.5403
243.5,6.2143e+06,1.63338e+06,54.3772
243.6,6.21396e+06,1.63403e+06,54.214
243.7,6.21362e+06,1.63468e+06,54.0508
243.8,6.21328e+06,1.63534e+06,53.8876
243.9,6.21294e+06,1.63599e+06,53.7244
244,6.2126e+06,1.63664e+06,53.5612
244.1,6.21226e+06,1.63729e+06,53.3979
244.2,6.21192e+06,1.63794e+06,53.2347
244.3,6.21158e+06,1.63859e+06,53.0714
244.4,6.21124e+06,1.63924e+06,52.9081
244.5,6.2109e+06,1.6399e+06,52.7448
244.6,6.21056e+06,1.64055e+06,52.5814
244.7,6.21021e+06,1.6412e+06,52.4181
244.8,6.20987e+06,1.64185e+06,52.2547
244.9,6.20953e+06,1.6425e+06,52.0913
245,6.20919e+06,1.64315e+06,51.928
245.1,6.20885e+06,1.6438e+06,51.7645
245.2,6.20851e+06,1.64445e+06,51.6011
245.3,6.20817e+06,1.64511e+06,51.4377
245.4,6.20782e+06,1.64576e+06,51.2742
245.5,6.20748e+06,1.64641e+06,51.1107
245.6,6.20714e+06,1.64706e+06,50.9472
245.7,6.2068e+06,1.64771e+06,50.7837
245.8,6.20646e+06,1.64836e+06,50.6202
245.9,6.20611e+06,1.64901e+06,50.4566
246,6.20577e+06,1.64966e+06,50.2931
246.1,6.20543e+06,1.65031e+06,50.1295
246.2,6.20509e+06,1.65097e+06,49.9659
246.3,6.20475e+06,1.65162e+06,49.8023
246.4,6.2044e+06,1.65227e+06,49.6386
246.5,6.20406e+06,1.65292e+06,49.475
246.6,6.20372e+06,1.65357e+06,49.3113
246.7,6.20337e+06,1.65422e+06,49.1477
246.8,6.20303e+06,1.65487e+06,48.984
246.9,6.20269e+06,1.65552e+06,48.8202
247,6.20234e+06,1.65617e+06,48.6565
247.1,6.202e+06,1.65682e+06,48.4928
247.2,6.20166e+06,1.65747e+06,48.329
247.3,6.20131e+06,1.65812e+06,48.1652
247.4,6.20097e+06,1.65877e+06,48.0014
247.5,6.20063e+06,1.65943e+06,47.8376
247.6,6.20028e+06,1.66008e+06,47.6738
247.7,6.19994e+06,1.66073e+06,47.5099
247.8,6.1996e+06,1.66138e+06,47.3461
247.9,6.19925e+06,1.66203e+06,47.1822
248,6.19891e+06,1.66268e+06,47.0183
248.1,6.19856e+06,1.66333e+06,46.8544
248.2,6.19822e+06,1.66398e+06,46.6905
248.3,6.19787e+06,1.66463e+06,46.5265
248.4,6.19753e+06,1.66528e+06,46.3626
248.5,6.19719e+06,1.66593e+06,46.1986
248.6,6.19684e+06,1.66658e+06,46.0346
248.7,6.1965e+06,1.66723e+06,45.8706
248.8,6.19615e+06,1.66788e+06,45.7065
248.9,6.19581e+06,1.66853e+06,45.5425
249,6.19546e+06,1.66918e+06,45.3784
249.1,6.19512e+06,1.66983e+06,45.2144
249.2,6.19477e+06,1.67048e+06,45.0503
249.3,6.19443e+06,1.67113e+06,44.8862
249.4,6.19408e+06,1.67178e+06,44.722
249.5,6.19373e+06,1.67243e+06,44.5579
249.6,6.19339e+06,1.67308e+06,44.3937
249.7,6.19304e+06,1.67373e+06,44.2296
249.8,6.1927e+06,1.67438e+06,44.0654
249.9,6.19235e+06,1.67503e+06,43.9012
250,6.19201e+06,1.67568e+06,43.7369
250.1,6.19166e+06,1.67633e+06,43.5727
250.2,6.19131e+06,1.67698e+06,43.4084
250.3,6.19097e+06,1.67763e+06,43.2441
250.4,6.19062e+06,1.67828e+06,43.0799
250.5,6.19027e+06,1.67893e+06,42.9155
250.6,6.18993e+06,1.67958e+06,42.7512
250.7,6.18958e+06,1.68023e+06,42.5869
250.8,6.18923e+06,1.68088e+06,42.4225
250.9,6.18889e+06,1.68153e+06,42.2581
251,6.18854e+06,1.68218e+06,42.0938
251.1,6.18819e+06,1.68283e+06,41.9293
251.2,6.18785e+06,1.68348e+06,41.7649
251.3,6.1875e+06,1.68413e+06,41.6005
251.4,6.18715e+06,1.68478e+06,41.436
251.5,6.1868e+06,1.68543e+06,41.2715
251.6,6.18646e+06,1.68608e+06,41.1071
251.7,6.18611e+06,1.68673e+06,40.9425
251.8,6.18576e+06,1.68738e+06,40.778
251.9,6.18541e+06,1.68803e+06,40.6135
252,6.18507e+06,1.68868e+06,40.4489
252.1,6.18472e+06,1.68933e+06,40.2843
252.2,6.18437e+06,1.68998e+06,40.1198
252.3,6.18402e+06,1.69063e+06,39.9552
252.4,6.18367e+06,1.69128e+06,39.7905
252.5,6.18333e+06,1.69192e+06,39.6259
252.6,6.18298e+06,1.69257e+06,39.4612
252.7,6.18263e+06,1.69322e+06,39.2966
252.8,6.18228e+06,1.69387e+06,39.1319
252.9,6.18193e+06,1.69452e+06,38.9672
253,6.18158e+06,1.69517e+06,38.8024
253.1,6.18123e+06,1.69582e+06,38.6377
253.2,6.18088e+06,1.69647e+06,38.473
253.3,6.18054e+06,1.69712e+06,38.3082
253.4,6.18019e+06,1.69777e+06,38.1434
253.5,6.17984e+06,1.69842e+06,37.9786
253.6,6.17949e+06,1.69907e+06,37.8138
253.7,6.17914e+06,1.69972e+06,37.6489
253.8,6.17879e+06,1.70036e+06,37.4841
253.9,6.17844e+06,1.70101e+06,37.3192
254,6.17809e+06,1.70166e+06,37.1543
254.1,6.17774e+06,1.70231e+06,36.9894
254.2,6.17739e+06,1.70296e+06,36.8245
254.3,6.17704e+06,1.70361e+06,36.6596
254.4,6.17669e+06,1.70426e+06,36.4946
254.5,6.17634e+06,1.70491e+06,36.3296
254.6,6.17599e+06,1.70556e+06,36.1646
254.7,6.17564e+06,1.7062e+06,35.9996
254.8,6.17529e+06,1.70685e+06,35.8346
254.9,6.17494e+06,1.7075e+06,35.6696
255,6.17459e+06,1.70815e+06,35.5045
255.1,6.17424e+06,1.7088e+06,35.3395
255.2,6.17389e+06,1.70945e+06,35.1744
255.3,6.17353e+06,1.7101e+06,35.0093
255.4,6.17318e+06,1.71075e+06,34.8442
255.5,6.17283e+06,1.71139e+06,34.679
255.6,6.17248e+06,1.71204e+06,34.5139
255.7,6.17213e+06,1.71269e+06,34.3487
255.8,6.17178e+06,1.71334e+06,34.1835
255.9,6.17143e+06,1.71399e+06,34.0183
256,6.17107e+06,1.71464e+06,33.8531
256.1,6.17072e+06,1.71528e+06,33.6879
256.2,6.17037e+06,1.71593e+06,33.5226
256.3,6.17002e+06,1.71658e+06,33.3574
256.4,6.16967e+06,1.71723e+06,33.1921
256.5,6.16932e+06,1.71788e+06,33.0268
256.6,6.16896e+06,1.71853e+06,32.8615
256.7,6.16861e+06,1.71917e+06,32.6961
256.8,6.16826e+06,1.71982e+06,32.5308
256.9,6.16791e+06,1.72047e+06,32.3654
257,6.16755e+06,1.72112e+06,32.2
257.1,6.1672e+06,1.72177e+06,32.0346
257.2,6.16685e+06,1.72242e+06,31.8692
257.3,6.1665e+06,1.72306e+06,31.7038
257.4,6.16614e+06,1.72371e+06,31.5383
257.5,6.16579e+06,1.72436e+06,31.3729
257.6,6.16544e+06,1.72501e+06,31.2074
257.7,6.16508e+06,1.72566e+06,31.0419
257.8,6.16473e+06,1.7263e+06,30.8764
257.9,6.16438e+06,1.72695e+06,30.7109
258,6.16402e+06,1.7276e+06,30.5453
258.1,6.16367e+06,1.72825e+06,30.3798
258.2,6.16332e+06,1.7289e+06,30.2142
258.3,6.16296e+06,1.72954e+06,30.0486
258.4,6.16261e+06,1.73019e+06,29.883
258.5,6.16225e+06,1.73084e+06,29.7173
258.6,6.1619e+06,1.73149e+06,29.5517
258.7,6.16155e+06,1.73213e+06,29.386
258.8,6.16119e+06,1.73278e+06,29.2204
258.9,6.16084e+06,1.73343e+06,29.0547
259,6.16048e+06,1.73408e+06,28.8889
259.1,6.16013e+06,1.73473e+06,28.7232
259.2,6.15977e+06,1.73537e+06,28.5575
259.3,6.15942e+06,1.73602e+06,28.3917
259.4,6.15906e+06,1.73667e+06,28.2259
259.5,6.15871e+06,1.73732e+06,28.0601
259.6,6.15835e+06,1.73796e+06,27.8943
259.7,6.158e+06,1.73861e+06,27.7285
259.8,6.15764e+06,1.73926e+06,27.5627
259.9,6.15729e+06,1.73991e+06,27.3968
260,6.15693e+06,1.74055e+06,27.2309
260.1,6.15658e+06,1.7412e+06,27.065
260.2,6.15622e+06,1.74185e+06,26.8991
260.3,6.15587e+06,1.7425e+06,26.7332
260.4,6.15551e+06,1.74314e+06,26.5673
260.5,6.15516e+06,1.74379e+06,26.4013
260.6,6.1548e+06,1.74444e+06,26.2353
260.7,6.15444e+06,1.74508e+06,26.0694
260.8,6.15409e+06,1.74573e+06,25.9033
260.9,6.15373e+06,1.74638e+06,25.7373
261,6.15338e+06,1.74703e+06,25.5713
261.1,6.15302e+06,1.74767e+06,25.4052
261.2,6.15266e+06,1.74832e+06,25.2392
261.3,6.15231e+06,1.74897e+06,25.0731
261.4,6.15195e+06,1.74961e+06,24.907
261.5,6.15159e+06,1.75026e+06,24.7408
261.6,6.15124e+06,1.75091e+06,24.5747
261.7,6.15088e+06,1.75156e+06,24.4086
261.8,6.15052e+06,1.7522e+06,24.2424
261.9,6.15016e+06,1.75285e+06,24.0762
262,6.14981e+06,1.7535e+06,23.91
262.1,6.14945e+06,1.75414e+06,23.7438
262.2,6.14909e+06,1.75479e+06,23.5775
262.3,6.14873e+06,1.75544e+06,23.4113
262.4,6.14838e+06,1.75608e+06,23.245
262.5,6.14802e+06,1.75673e+06,23.0787
262.6,6.14766e+06,1.75738e+06,22.9124
262.7,6.1473e+06,1.75802e+06,22.7461
262.8,6.14695e+06,1.75867e+06,22.5798
262.9,6.14659e+06,1.75932e+06,22.4134
263,6.14623e+06,1.75996e+06,22.2471
263.1,6.14587e+06,1.76061e+06,22.0807
263.2,6.14551e+06,1.76126e+06,21.9143
263.3,6.14515e+06,1.7619e+06,21.7479
263.4,6.1448e+06,1.76255e+06,21.5814
263.5,6.14444e+06,1.7632e+06,21.415
263.6,6.14408e+06,1.76384e+06,21.2485
263.7,6.14372e+06,1.76449e+06,21.082
263.8,6.14336e+06,1.76514e+06,20.9155
263.9,6.143e+06,1.76578e+06,20.749
264,6.14264e+06,1.76643e+06,20.5825
264.1,6.14228e+06,1.76707e+06,20.4159
264.2,6.14192e+06,1.76772e+06,20.2494
264.3,6.14156e+06,1.76837e+06,20.0828
264.4,6.14121e+06,1.76901e+06,19.9162
264.5,6.14085e+06,1.76966e+06,19.7496
264.6,6.14049e+06,1.77031e+06,19.583
264.7,6.14013e+06,1.77095e+06,19.4163
264.8,6.13977e+06,1.7716e+06,19.2497
264.9,6.13941e+06,1.77224e+06,19.083
265,6.13905e+06,1.77289e+06,18.9163
265.1,6.13869e+06,1.77354e+06,18.7496
265.2,6.13833e+06,1.77418e+06,18.5829
265.3,6.13797e+06,1.77483e+06,18.4161
265.4,6.13761e+06,1.77547e+06,18.2493
265.5,6.13724e+06,1.77612e+06,18.0826
265.6,6.13688e+06,1.77677e+06,17.9158
265.7,6.13652e+06,1.77741e+06,17.749
265.8,6.13616e+06,1.77806e+06,17.5821
265.9,6.1358e+06,1.7787e+06,17.4153
266,6.13544e+06,1.77935e+06,17.2484
266.1,6.13508e+06,1.77999e+06,17.0816
266.2,6.13472e+06,1.78064e+06,16.9147
266.3,6.13436e+06,1.78129e+06,16.7478
266.4,6.134e+06,1.78193e+06,16.5809
266.5,6.13363e+06,1.78258e+06,16.4139
266.6,6.13327e+06,1.78322e+06,16.247
266.7,6.13291e+06,1.78387e+06,16.08
266.8,6.13255e+06,1.78451e+06,15.913
266.9,6.13219e+06,1.78516e+06,15.746
267,6.13183e+06,1.78581e+06,15.579
267.1,6.13146e+06,1.78645e+06,15.4119
267.2,6.1311e+06,1.7871e+06,15.2449
267.3,6.13074e+06,1.78774e+06,15.0778
267.4,6.13038e+06,1.78839e+06,14.9107
267.5,6.13001e+06,1.78903e+06,14.7436
267.6,6.12965e+06,1.78968e+06,14.5765
267.7,6.12929e+06,1.79032e+06,14.4094
267.8,6.12893e+06,1.79097e+06,14.2422
267.9,6.12856e+06,1.79161e+06,14.075
268,6.1282e+06,1.79226e+06,13.9079
268.1,6.12784e+06,1.7929e+06,13.7407
268.2,6.12748e+06,1.79355e+06,13.5734
268.3,6.12711e+06,1.79419e+06,13.4062
268.4,6.12675e+06,1.79484e+06,13.239
268.5,6.12639e+06,1.79549e+06,13.0717
268.6,6.12602e+06,1.79613e+06,12.9044
268.7,6.12566e+06,1.79678e+06,12.7371
268.8,6.1253e+06,1.79742e+06,12.5698
268.9,6.12493e+06,1.79807e+06,12.4025
269,6.12457e+06,1.79871e+06,12.2351
269.1,6.1242e+06,1.79936e+06,12.0677
269.2,6.12384e+06,1.8e+06,11.9004
269.3,6.12348e+06,1.80064e+06,11.733
269.4,6.12311e+06,1.80129e+06,11.5656
269.5,6.12275e+06,1.80193e+06,11.3981
269.6,6.12238e+06,1.80258e+06,11.2307
269.7,6.12202e+06,1.80322e+06,11.0632
269.8,6.12165e+06,1.80387e+06,10.8957
269.9,6.12129e+06,1.80451e+06,10.7283
270,6.12092e+06,1.80516e+06,10.5607
270.1,6.12056e+06,1.8058e+06,10.3932
270.2,6.1202e+06,1.80645e+06,10.2257
270.3,6.11983e+06,1.80709e+06,10.0581
270.4,6.11946e+06,1.80774e+06,9.89053
270.5,6.1191e+06,1.80838e+06,9.72294
270.6,6.11873e+06,1.80903e+06,9.55533
270.7,6.11837e+06,1.80967e+06,9.38771
270.8,6.118e+06,1.81032e+06,9.22007
270.9,6.11764e+06,1.81096e+06,9.05241
271,6.11727e+06,1.8116e+06,8.88474
271.1,6.11691e+06,1.81225e+06,8.71705
271.2,6.11654e+06,1.81289e+06,8.54934
271.3,6.11617e+06,1.81354e+06,8.38162
271.4,6.11581e+06,1.81418e+06,8.21388
271.5,6.11544e+06,1.81483e+06,8.04612
271.6,6.11508e+06,1.81547e+06,7.87835
271.7,6.11471e+06,1.81611e+06,7.71057
271.8,6.11434e+06,1.81676e+06,7.54276
271.9,6.11398e+06,1.8174e+06,7.37494
272,6.11361e+06,1.81805e+06,7.20711
272.1,6.11324e+06,1.81869e+06,7.03925
272.2,6.11288e+06,1.81933e+06,6.87138
272.3,6.11251e+06,1.81998e+06,6.7035
272.4,6.11214e+06,1.82062e+06,6.5356
272.5,6.11178e+06,1.82127e+06,6.36768
272.6,6.11141e+06,1.82191e+06,6.19975
272.7,6.11104e+06,1.82255e+06,6.0318
272.8,6.11067e+06,1.8232e+06,5.86383
272.9,6.11031e+06,1.82384e+06,5.69585
273,6.10994e+06,1.82449e+06,5.52785
273.1,6.10957e+06,1.82513e+06,5.35983
273.2,6.1092e+06,1.82577e+06,5.1918
273.3,6.10884e+06,1.82642e+06,5.02375
273.4,6.10847e+06,1.82706e+06,4.85569
